All Relief Pitchers 2011 MLB Standard Stats																
Player	Action	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Chavez, Jesse RP KC 	-	Free Agent	7.7	0	0	0	0	0	0	0	8	5	12	10.565	2.2174	1350
Thompson, Daryl RP MIN	-	Free Agent	3.0	0	0	0	0	1	0	0	0	5	6	15.000	3.6667	1352
Abad, Fernando RP HOU	-	Free Agent	19.7	0	0	0	1	4	0	2	15	9	28	7.322	1.8814	1353
Lindsay, Shane RP CHW 	-	Free Agent	6.0	0	0	0	0	0	0	0	6	5	11	12.000	2.6667	1356
Gonzalez, Enrique RP DET	-	Free Agent	9.0	0	0	0	0	0	0	1	3	7	12	10.000	2.1111	1357
Sanit, Amauri RP NYY	-	Free Agent	7.0	0	0	0	0	0	0	0	4	3	12	12.857	2.1429	1358
Thomas, Brad RP DET	-	Free Agent	11.0	0	0	0	0	1	0	0	7	6	17	9.000	2.0909	1359
Atkins, Mitch RP BAL	-	Free Agent	10.7	3	1	0	0	0	0	0	7	3	21	8.438	2.2500	1361
Billings, Bruce RP OAK	-	Free Agent	7.0	0	0	0	0	0	0	0	7	6	13	10.286	2.7143	1362
Jepsen, Kevin RP LAA	-	Free Agent	13.0	0	0	0	1	2	0	1	6	9	21	7.615	2.3077	1364
Troncoso, Ramon RP LAD	-	Free Agent	22.7	0	0	0	0	0	0	0	14	4	38	6.750	1.8529	1365
Worrell, Mark RP BAL	-	Free Agent	2.0	0	0	0	0	0	0	0	3	2	6	36.000	4.0000	1366
Jakubauskas, Chris SP BAL	-	Free Agent	72.3	6	0	0	2	2	0	0	52	29	93	5.723	1.6866	1368
Hughes, Dusty RP ATL	-	Free Agent	12.7	0	0	0	1	0	0	0	11	8	19	9.947	2.1316	1370
Carrasco, D.J. RP NYM	-	Free Agent	49.3	1	0	0	1	3	0	1	27	16	67	6.020	1.6824	1373
Crotta, Mike RP PIT	-	Free Agent	10.7	0	0	0	0	1	0	1	7	5	20	9.281	2.3438	1374
Smith, Jordan RP CIN	-	Free Agent	20.0	0	0	0	0	0	0	1	13	8	32	7.200	2.0000	1375
Kuo, Hong-Chih RP LAD 	-	Free Agent	27.0	0	0	0	1	2	0	2	36	23	24	9.000	1.7407	1377
Cormier, Lance RP LAD	-	Free Agent	13.7	0	0	0	0	1	0	0	7	5	22	9.878	1.9756	1379
Mills, Brad RP LAA 	-	Free Agent	18.3	4	1	0	1	2	0	0	18	12	23	9.818	1.9091	1380
Tallet, Brian RP TOR	-	Free Agent	13.3	0	0	0	0	2	0	1	10	7	22	9.450	2.1750	1381
Ledezma, Wil RP LAD	-	Free Agent	6.0	0	0	0	0	0	0	0	6	7	11	15.000	3.0000	1382
Edlefsen, Steve RP SF	-	Free Agent	11.3	0	0	0	0	0	0	0	6	10	17	9.529	2.3824	1384
Wuertz, Michael RP OAK	-	Free Agent	33.7	0	0	0	0	0	0	1	32	26	37	6.683	1.8713	1385
Franklin, Ryan RP STL 	-	Free Agent	27.7	0	0	0	1	4	1	4	17	7	44	8.458	1.8434	1386
Maloney, Matt RP MIN	-	Free Agent	18.7	2	0	0	0	3	0	0	13	4	36	9.161	2.1429	1391
Proctor, Scott RP NYY	-	Free Agent	40.3	0	0	0	2	6	0	2	29	31	50	7.141	2.0083	1396
Rogers, Esmil SP COL	-	Free Agent	83.0	13	3	0	6	6	0	0	63	47	110	7.048	1.8916	1404
Smith, Matt A. RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1409
Shiell, Jason RP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1411
Gordon, Tom RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1412
Brigham, Jake P TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1413
Leon, Arnold RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1414
Peguero, Jailen RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1422
Long, Matt RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1424
Cruz, Rhiner RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1426
Rainville, Jay RP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1431
Jones, Jason M. RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1438
Parisi, Mike RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1440
Turpen, Daniel RP BOS 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1441
Banks, Demetrius RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1445
Meyer, Dan RP PHI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1446
Weathers, David RP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1455
Johnson, Tyler J. RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1460
Gailey, Frank P TOR 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1462
Kensing, Logan RP PIT 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1463
Nabors, Kevin RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1467
Ramirez, Erasmo RP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1469
Ramos, Mario RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1471
Mitchell, Mike RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1472
De La Cruz, Jose RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1475
McLeary, Marty RP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1481
Muecke, Josh RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1485
Hand, Donovan P MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1489
Cameron, Kevin RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1490
Wlodarczyk, Michael RP TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1491
Embree, Alan RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1498
Barnette, Tony RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1500
Alvarez, Carlos RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1501
Sillman, Mike RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1503
Santiago, Julio RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1506
Zinicola, Zech RP TOR 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1508
Borrell, Danny RP NYY	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1509
Zavada, Clay RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1516
Maekawa, Katsuhiko RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1518
Hoorelbeke, Casey RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1519
Maust, David RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1525
Curreri, Frank RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1531
Koplove, Mike RP SD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1532
Malaska, Mark RP TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1533
White, Sean RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1536
Lincoln, Mike RP CIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1541
Testa, Joe RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1542
Davidson, Dave RP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1543
Macdonald, Mike RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1547
Fick, Chuckie RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1551
Gosling, Mike RP CLE	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1552
Houston, Ryan RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1553
Mendoza, Tommy RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1555
Yates, Tyler RP PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1558
Marte, Jose RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1561
Campos, Machado RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1562
Hennessey, Brad RP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1572
Mata, Frank RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1574
Fossum, Casey RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1576
Cavazos, Andy RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1579
Pereira, Nick RP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1581
Crawford, Evan RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1588
Capellan, Jose F. RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1597
Rleal, Sendy RP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1604
Hayes, Christopher RP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1607
Paulk, Robert RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1611
Lugo, Ebelin P PHI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1613
Newby, Kyler RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1617
Olson, Justin RP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1620
Weis, Brad RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1621
Sarfate, Dennis RP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1624
Sisco, Andrew RP NYY	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1625
Wayne, Justin RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1630
Benson, Kris RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1633
Gobble, Jimmy RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1634
Hull, Eric RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1635
Patton, David RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1639
Salas, Marino RP PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1640
Julianel, Ben RP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1643
Herges, Matt RP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1645
Blevins, Steven RP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1646
Mabeus, Chris RP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1649
Glover, Gary RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1654
Malone, Christopher RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1659
Howard, Ben RP BOS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1663
Dials, Zachary RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1665
Fahrner, Evan RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1671
Gonzalez, Aguido RP CIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1674
Aldridge, Richard RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1675
Booker, Chris RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1676
Gardner, Lee RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1678
Broadway, Lance RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1680
Register, Steven RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1682
Roberts, Kevin RP PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1686
Zarate, Mauro RP SD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1692
Traber, Billy RP BOS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1697
Colyer, Steve RP ATL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1704
Nunez, Vladimir RP ATL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1707
Phillips, P.J. RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1709
Bland, Nate RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1718
Wear, Gregory RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1719
Abreu, Winston RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1721
Kennard, Jeff RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1722
Riske, David RP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1725
Moreno, Anthony RP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1729
Wechsler, Justin RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1732
Freeman, Justin P CIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1734
Spiehs, R.D. RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1735
DeMark, Mike RP SD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1738
Burke, Erick RP SD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1739
Yabu, Keiichi RP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1742
Baker, Craig RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1744
Campbell, Matt RP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1747
Yates, Kyle RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1750
Herrera, Alex RP ATL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1753
Kobayashi, Masa RP CLE	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1754
Rodriguez, Eddy RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1756
Hankins, Derek P TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1757
Embry, Byron RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1758
Bass, Adam RP SD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1759
Barber, Scott RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1761
Corey, Bryan RP SD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1763
Diaz, Jose R. RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1768
Bush, Paul RP ATL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1770
Alexander, Mark RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1776
Ramirez, Santiago RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1779
Ennis, John RP PHI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1782
Stamler, Keith RP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1783
Bayliss, Jonah RP TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1790
Nestor, Scott RP PHI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1802
Pullin, Aaron RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1811
McClung, Seth RP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1812
Pugliese, Nick RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1814
James, Craig RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1817
Cabrera, Fernando RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1818
Bazzell, Shane RP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1826
Rodriguez, Rafael RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1829
Petersen, Jeffrey RP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1830
Merritt, Roydrick RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1835
Roark, Tanner RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1837
Carpenter, David P LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1840
Fien, Casey RP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1841
Sweeney, Brian RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1842
Yourkin, Matt RP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1844
Stowell, Bryce RP CLE	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1849
Quezada, Jackson RP SD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1854
Moran, Brian P SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1855
Johnston, Andrew RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1857
Ortiz, Russ RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1860
Bibens-Dirkx, Austin RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1861
Kenney, Michael RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1863
Cordero, Chad RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1864
Colome, Jesus RP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1869
Vasquez, Carlos RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1870
Vaclavik, Justin RP PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1871
Wolf, Ross RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1873
Stoffel, Jason RP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1874
Robertson, Connor RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1879
Hamulack, Tim RP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1880
Steele, Mike RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1882
Keefer, Ryan RP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1886
Hellweg, Johnny RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1887
Villacis, Eduardo E. RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1891
Adkins, James RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1895
Walrond, Les RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1899
Valdez, Jose A. RP NYY	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1901
Harvey, Kris RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1903
Zell, Danny RP DET	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1905
Estrada, Jesus RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1917
Schoening, Brent RP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1918
Hill, Jeremy RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1921
Thorne, Jeremy RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1924
Bauer, Rick RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1926
Sullivan, Brad RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1928
Pfeiffer, David P LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1931
Fernandes, Kyle P BOS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1933
Garr, Brennan RP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1938
Bright, Adam J. RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1939
Cassel, Justin RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1943
Minix, Travis RP PHI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1948
Richard, Steven RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1950
Blanco, Ivan RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1957
McNabb, Tim RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1960
Pino, Yohan RP CLE	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1961
Gissell, Chris RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1963
Adams, Mike T. RP CLE	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1964
Stewart, Cory RP PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1966
Moehler, Brian RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1968
Tavarez, Julian RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1971
Englebrook, Evan RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1974
Molldrem, Craig RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1975
de los Santos, Richard RP TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1979
Santiago, Jose RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1982
Reid, Justin RP PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1990
Loop, Derrick P PHI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1995
Arakawa, Yusuke RP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1997
Percival, Troy RP TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2002
Bukvich, Ryan RP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2003
Smith, Chris RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2005
Pennington, Todd RP CLE	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2009
Schenk, Neil P TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2010
Plexico, Gerald RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2013
Payano, Nelson RP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2014
Downs, Darin RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2015
Smoker, Josh RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2022
Romero, Davis RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2024
Wilhite, Matt RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2025
Thomas, Justin RP BOS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2027
Squires, Matt RP PHI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2032
Freeman, Sam RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2034
Bowers, Cedrick RP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2037
Bonilla, Henry RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2042
Hamman, Corey RP PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2044
Hill, Nick RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2048
Beckman, Ryan P PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2055
Boxberger, Bradley P CIN 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2060
