All Players 2011 MLB Standard Stats																
Player	Action	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Oliveros, Lester RP MIN	-	Free Agent	21.3	0	0	0	0	0	0	0	13	11	21	4.641	1.5000	948
Carlyle, Buddy RP NYY	-	Free Agent	7.7	0	0	0	0	1	0	0	9	7	5	4.696	1.5652	955
Waldrop, Kyle RP MIN	-	Free Agent	11.0	0	0	0	1	0	0	0	5	6	10	5.727	1.4545	956
Richmond, Scott RP TOR	-	Free Agent	0.3	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	958
Stults, Eric RP COL 	-	Free Agent	12.0	0	0	0	0	0	0	0	7	4	11	6.000	1.2500	962
Howell, J.P. RP TB	-	Free Agent	30.7	0	0	0	2	3	1	1	26	18	30	6.163	1.5652	967
Tazawa, Junichi RP BOS	-	Free Agent	3.0	0	0	0	0	0	0	0	4	1	3	6.000	1.3333	970
Carignan, Andrew RP OAK	-	Free Agent	6.3	0	0	0	0	0	0	0	5	2	8	4.263	1.5789	971
Volquez, Edinson SP SD 	-	Free Agent	108.7	20	6	0	5	7	0	0	104	65	106	5.715	1.5736	972
Meek, Evan RP PIT	-	Free Agent	20.7	0	0	0	1	1	0	1	17	12	27	3.484	1.8871	973
Lueke, Josh RP TB	-	Free Agent	32.7	0	0	0	1	1	0	0	29	13	34	6.061	1.4388	979
Mathieson, Scott RP PHI 	-	Free Agent	5.0	0	0	0	0	0	0	0	5	3	9	0.000	2.4000	981
Archer, Chris SP TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	985
Vasquez, Luis RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	986
Coello, Robert RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	987
Samuel, Francisco RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	988
Marinez, Jhan RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	989
Naylor, Drew SP PHI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	990
Carmona, Ysmael RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	991
Mock, Garrett SP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	992
Roe, Chaz SP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	993
Lebron, Luis RP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	994
Zumaya, Joel RP DET 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	995
Castro, Simon SP CHW 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	996
Mejia, Jenrry RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	997
Morris, Bryan SP PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	998
Olsen, Scott SP PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	999
Reed, Evan RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1000
Ortega, Anthony SP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1001
Hefner, Jeremy SP NYM 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1002
Alvarez, Manny RP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1003
Ray, Robert RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1004
Tanner, Clayton SP CIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1005
Jaime, Juan SP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1006
Cordier, Erik SP ATL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1007
Bush, Matt RP TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1008
Nunez, Jhonny RP TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1009
Aguero, Ramon RP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1011
Beltre, Omar RP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1012
Smit, Kyle RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1013
Ortegano, Jose SP NYY	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1014
King, Blake RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1015
Ramirez, J.C. SP PHI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1016
Feliciano, Pedro RP NYY	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1017
Poreda, Aaron RP SD 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1018
Reifer, Adam RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1019
Medina, Yoervis SP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1020
Cochran, Tom SP CIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1021
Bromberg, David SP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1022
Hurley, Eric SP LAA 	-	Disco Bush Horticulturists	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1023
Ballard, Mike SP BAL 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1024
Rodriguez, Armando SP NYM	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1025
Infante, Gregory RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1026
Bauer, Trevor SP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1027
De Los Santos, Miguel SP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1028
Ramirez, Elvin SP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1029
Kopp, David RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1030
Figueroa, Pedro SP OAK	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1031
Casilla, Jose RP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1032
Arguelles, Noel SP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1033
Ortega, Jose RP DET	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1034
Paredes, Edward RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1035
Suarez, Albert SP TB	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1036
Jones, Nathan SP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1037
Septimo, Leyson RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1038
Van Mil, Loek RP LAA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1039
Schlichting, Travis RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1040
Castillo, Fabio RP TEX	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1041
Rogers, Mark SP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1042
Pucetas, Kevin SP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1043
Font, Wilmer SP TEX 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1044
Hart, Kevin SP PIT	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1045
Pimentel, Stolmy SP BOS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1046
Santana, Johan SP NYM 	-	Shits & Giggles	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1047
West, Sean SP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1048
Todd, Jess RP STL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1049
Carter, Anthony RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1050
Caminero, Arquimedes RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1051
Pope, Ryan SP NYY	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1052
Valiquette, Philippe RP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1053
Marte, Damaso RP NYY 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1054
Barrera, Henry RP KC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1055
Arias, Alberto RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1056
James, Justin RP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1057
Mulvey, Kevin RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1058
Schlitter, Brian RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1059
French, Luke SP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1060
Belisario, Ronald RP LAD 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1061
Cofield, Kyle SP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1062
Ortega, Yonata RP ARI	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1063
Leon, Arcenio RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1064
Spoone, Chorye SP BOS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1065
Monasterios, Carlos RP LAD	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1066
Wainwright, Adam SP STL 	-	Shits & Giggles	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1067
Hinshaw, Alex RP SF	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1068
Farina, Alan RP TOR	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1069
Cabrera, Alberto SP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1070
Parra, Manny RP MIL 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1071
Poveda, Omar SP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1072
Scarpetta, Cody SP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1073
Riordan, Cory SP COL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1074
Webb, Brandon SP TEX 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1075
Robles, Mauricio SP SEA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1076
Guerra, Deolis SP MIN	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1077
Hyde, Lee RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1078
Rivas, Amaury SP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1079
Hatcher, Chris RP MIA	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1080
Weathers, Casey RP CHC 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1081
Duchscherer, Justin SP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1082
De Leon, Jorge RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1083
Aardsma, David RP SEA 	-	Disco Bush Horticulturists	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1084
Peralta, Wily SP MIL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1085
Erbe, Brandon SP BAL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1086
Carlson, Jesse RP BOS 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1087
Villar, Henry RP HOU	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1088
Richardson, Dustin RP ATL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1089
Dolsi, Freddy RP CHW	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1090
Alderson, Tim SP PIT	-	Shits & Giggles	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1091
Rondon, Hector SP CLE 	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1092
De La Cruz, Kelvin SP CLE	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1093
Carr, Adam RP WAS	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1094
Marek, Stephen SP ATL	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1095
Caridad, Esmailin RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1096
Diamond, Thomas RP CHC	-	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1097
Rosario, Sandy RP MIA	-	Free Agent	3.7	0	0	0	0	0	0	0	2	2	5	2.454	1.9091	1098
Palmer, Matt RP LAA	-	Free Agent	15.7	3	1	0	1	1	0	0	7	4	19	5.745	1.4681	1100
Fiers, Michael RP MIL	-	Free Agent	2.0	0	0	0	0	0	0	0	2	3	2	0.000	2.5000	1102
Walters, P.J. RP MIN	-	Free Agent	5.0	0	0	0	0	0	0	0	4	3	3	7.200	1.2000	1103
Gaub, John RP CHC	-	Free Agent	2.7	0	0	0	0	0	0	0	3	2	2	6.750	1.5000	1114
Carpenter, Chris RP CHC	-	Free Agent	9.7	0	0	0	0	0	0	0	8	7	12	2.793	1.9655	1117
Magnuson, Trystan RP TOR	-	Free Agent	14.7	0	0	0	0	0	0	0	11	5	15	6.136	1.3636	1118
Gordon, Brian RP NYY	-	Free Agent	10.3	2	0	0	0	1	0	0	4	3	12	5.226	1.4516	1120
Stevens, Jeff RP CHC 	-	Free Agent	7.0	0	0	0	0	0	0	0	4	7	4	5.143	1.5714	1129
Burton, Jared RP MIN	-	Free Agent	4.7	0	0	0	0	0	0	0	3	3	6	3.857	1.9286	1139
Herrera, Danny RP NYM	-	Free Agent	9.7	0	0	0	0	1	0	0	5	3	13	4.655	1.6552	1143
Kirkman, Michael RP TEX	-	Free Agent	27.3	0	0	0	1	1	0	0	21	12	26	6.585	1.3902	1147
Penny, Brad SP DET	-	Free Agent	181.7	31	13	0	11	11	0	0	74	62	222	5.301	1.5633	1154
Maya, Yunesky SP WAS	-	Free Agent	32.7	5	1	0	1	1	0	0	15	10	40	5.235	1.5306	1158
Valdez, Merkin RP TEX	-	Free Agent	4.3	0	0	0	0	0	0	0	6	1	7	6.231	1.8462	1160
Harrell, Lucas RP HOU	-	Free Agent	18.0	2	0	0	0	2	0	0	15	8	23	4.500	1.7222	1161
Zagurski, Mike RP ARI	-	Free Agent	3.3	0	0	0	0	0	0	0	4	3	4	5.400	2.1000	1163
Deduno, Samuel RP MIN	-	Free Agent	3.0	0	0	0	0	0	0	0	4	3	5	3.000	2.6667	1170
Gutierrez, Juan RP KC 	-	Free Agent	18.3	0	0	0	0	0	0	1	23	9	22	5.400	1.6909	1174
James, Chuck RP MIN 	-	Free Agent	10.3	0	0	0	0	0	0	0	8	4	12	6.097	1.5484	1176
Perry, Ryan RP WAS 	-	Free Agent	37.0	0	0	0	2	0	0	1	24	21	39	5.351	1.6216	1177
Herrera, Kelvin RP KC	-	Free Agent	2.0	0	0	0	0	1	0	0	0	0	2	13.500	1.0000	1178
Reynolds, Greg RP COL 	-	Free Agent	32.0	3	1	0	3	0	0	0	18	10	40	6.188	1.5625	1182
Hottovy, Tommy RP BOS	-	Free Agent	4.0	0	0	0	0	0	0	0	2	3	4	6.750	1.7500	1183
Whelan, Kevin RP NYY	-	Free Agent	1.7	0	0	0	0	0	0	0	1	5	0	5.400	3.0000	1187
Accardo, Jeremy RP BAL	-	Free Agent	37.7	0	0	0	3	3	0	1	23	18	43	5.734	1.6195	1190
Rupe, Josh RP BAL	-	Free Agent	14.3	0	0	0	0	0	0	0	7	6	16	5.651	1.5349	1191
Brazoban, Yhency RP ARI	-	Free Agent	6.0	0	0	0	0	0	0	1	8	4	8	6.000	2.0000	1199
Weinhardt, Robbie RP DET	-	Free Agent	1.7	0	0	0	0	0	0	0	1	0	4	10.800	2.4000	1201
Wagner, Neil RP OAK	-	Free Agent	5.0	0	0	0	0	0	0	0	4	3	6	7.200	1.8000	1203
Germano, Justin RP CLE	-	Free Agent	12.7	0	0	0	0	1	0	0	5	5	15	5.684	1.5789	1206
Stinson, Josh RP NYM	-	Free Agent	13.0	0	0	0	0	2	1	1	8	7	14	6.923	1.6154	1207
Reineke, Chad SP CIN	-	Free Agent	6.7	1	0	0	0	1	0	0	3	6	5	6.750	1.6500	1208
Green, Sean RP MIL	-	Free Agent	11.7	0	0	0	0	1	0	0	7	6	14	5.400	1.7143	1212
Kroenke, Zach RP ARI	-	Free Agent	4.0	0	0	0	0	1	0	0	3	1	6	9.000	1.7500	1214
Betances, Dellin SP NYY	-	Free Agent	2.7	1	0	0	0	0	0	0	2	6	1	6.750	2.6250	1217
DiFelice, Mark RP MIL	-	Free Agent	3.0	0	0	0	0	0	0	0	3	2	3	12.000	1.6667	1218
Richards, Garrett RP LAA	-	Free Agent	14.0	3	0	0	0	2	0	0	9	7	16	5.786	1.6429	1219
Beimel, Joe RP PIT	-	Free Agent	25.3	0	0	0	1	1	0	2	17	9	34	5.329	1.6974	1221
Doubront, Felix RP BOS	-	Free Agent	10.3	0	0	0	0	0	1	0	6	8	12	6.097	1.9355	1222
Brach, Brad RP SD	-	Free Agent	7.0	0	0	0	0	2	0	0	11	7	9	5.143	2.2857	1224
Hendrickson, Mark RP BAL	-	Free Agent	11.0	0	0	0	1	0	0	0	5	6	15	5.727	1.9091	1225
Tucker, Ryan RP LAD	-	Free Agent	5.0	0	0	0	0	0	0	0	4	4	6	7.200	2.0000	1226
Ramirez, Horacio RP LAA	-	Free Agent	9.0	0	0	0	1	0	0	0	4	2	16	6.000	2.0000	1227
Mickolio, Kam RP ARI	-	Free Agent	6.7	0	0	0	0	0	0	0	7	3	10	6.750	1.9500	1228
Kluber, Corey RP CLE	-	Free Agent	4.3	0	0	0	0	0	0	0	5	3	6	8.308	2.0769	1231
Gonzalez, Edgar RP OAK	-	Free Agent	2.0	0	0	0	0	0	0	0	1	1	5	9.000	3.0000	1232
Tobin, Mason RP TEX 	-	Free Agent	5.3	0	0	0	0	0	0	0	0	5	5	6.750	1.8750	1233
Hendriks, Liam SP MIN 	-	Free Agent	23.3	4	1	0	0	2	0	0	16	6	29	6.171	1.5000	1235
Williams, Randy RP BOS	-	Free Agent	8.3	0	0	0	0	1	0	0	6	5	10	6.480	1.8000	1236
Galarraga, Armando SP ARI	-	Free Agent	42.7	8	2	0	3	4	0	0	28	22	47	5.906	1.6172	1238
Ascanio, Jose RP LAD	-	Free Agent	6.3	0	0	0	0	0	0	0	5	2	10	7.105	1.8947	1240
Sonnanstine, Andy RP CHC 	-	Free Agent	35.7	4	0	0	0	2	0	0	12	12	40	5.551	1.4579	1241
Reyes, Dennys RP BOS	-	Free Agent	1.7	0	0	0	0	0	0	0	1	2	2	16.200	2.4000	1243
Broderick, Brian RP STL	-	Free Agent	12.3	0	0	0	0	1	0	0	4	3	16	6.568	1.5405	1244
Eppley, Cody RP TEX	-	Free Agent	9.0	0	0	0	1	1	0	1	6	5	11	8.000	1.7778	1245
Gearrin, Cory RP ATL	-	Free Agent	18.3	0	0	0	1	1	0	1	25	12	17	7.854	1.5818	1246
McGowan, Dustin SP TOR 	-	Free Agent	21.0	4	0	0	0	2	0	0	20	13	20	6.429	1.5714	1248
Viola, Pedro RP BAL	-	Free Agent	3.7	0	0	0	0	0	0	0	4	2	6	9.818	2.1818	1249
Texeira, Kanekoa RP CIN	-	Free Agent	6.3	0	0	0	0	0	0	0	0	3	13	2.842	2.5263	1253
Bush, Dave RP PHI	-	Free Agent	37.3	3	0	0	0	1	0	0	23	9	47	5.786	1.5000	1256
Pena, Tony RP CHW	-	Free Agent	20.3	0	0	0	1	1	0	1	17	10	25	6.197	1.7213	1257
Heilman, Aaron RP ARI	-	Free Agent	35.3	0	0	0	4	1	0	1	33	11	48	6.877	1.6698	1258
Cortes, Dan RP SEA	-	Free Agent	10.7	0	0	0	0	2	0	0	3	6	13	5.906	1.7812	1260
Johnson, Alan SP COL	-	Free Agent	4.0	1	0	0	0	0	0	0	3	3	6	9.000	2.2500	1261
Wood, Tim RP PIT	-	Free Agent	8.0	0	0	0	0	3	0	0	2	8	8	5.625	2.0000	1262
Tillman, Chris SP BAL	-	Free Agent	62.0	13	4	0	3	5	0	0	46	25	77	5.516	1.6452	1263
Judy, Josh RP CIN 	-	Free Agent	14.0	0	0	0	0	0	0	0	10	4	18	7.071	1.5714	1264
Scribner, Evan RP OAK	-	Free Agent	14.0	0	0	0	0	0	0	0	10	4	18	7.071	1.5714	1265
Chatwood, Tyler SP COL 	-	Free Agent	142.0	25	9	0	6	11	0	0	74	71	166	4.753	1.6690	1266
Runzler, Dan RP SF	-	Free Agent	27.3	1	0	0	1	2	0	0	25	16	29	6.256	1.6463	1268
Manship, Jeff RP MIN	-	Free Agent	3.3	0	0	0	0	0	0	0	2	4	5	8.100	2.7000	1270
Daley, Matt RP COL 	-	Free Agent	6.0	0	0	0	0	0	0	0	7	2	8	10.500	1.6667	1272
Farquhar, Danny RP TOR	-	Free Agent	2.0	0	0	0	0	0	0	0	1	2	4	13.500	3.0000	1273
Braddock, Zach RP MIL	-	Free Agent	17.3	0	0	0	0	1	0	1	18	11	16	7.269	1.5577	1274
Tejeda, Robinson RP CLE 	-	Free Agent	7.3	0	0	0	0	1	0	0	2	3	12	6.136	2.0455	1275
Gaudin, Chad RP WAS 	-	Free Agent	8.3	0	0	0	1	1	0	0	10	8	12	6.480	2.4000	1276
Fulchino, Jeff RP WAS 	-	Free Agent	34.7	0	0	0	1	4	0	3	33	22	37	5.712	1.7019	1277
Baez, Danys RP PHI	-	Free Agent	36.0	0	0	0	2	4	0	1	18	13	43	6.250	1.5556	1278
Kinney, Josh RP SEA 	-	Free Agent	17.7	0	0	0	0	0	0	0	20	7	23	6.623	1.6981	1280
Mijares, Jose RP KC 	-	Free Agent	49.0	0	0	0	0	2	0	2	30	30	53	4.592	1.6939	1281
Kohn, Michael RP LAA	-	Free Agent	12.3	0	0	0	0	1	1	1	9	9	14	7.297	1.8649	1282
Durbin, Chad RP CLE	-	Free Agent	68.3	0	0	0	2	2	0	1	59	26	86	5.532	1.6390	1288
Bergesen, Brad SP BAL	-	Free Agent	101.0	12	3	1	2	7	0	0	61	32	119	5.703	1.4950	1289
De La Rosa, Dane RP TB	-	Free Agent	7.3	0	0	0	0	0	0	0	8	3	10	9.818	1.7727	1292
Oliver, Andrew SP DET	-	Free Agent	9.7	2	1	0	0	1	0	0	5	8	11	6.517	1.9655	1294
Del Rosario, Enerio RP HOU	-	Free Agent	53.0	0	0	0	0	3	0	2	31	31	59	4.585	1.6981	1296
Duffy, Danny SP KC	-	Free Agent	105.3	20	8	0	4	8	0	0	87	51	119	5.639	1.6139	1297
Reyes, Jo-Jo SP PIT 	-	Free Agent	140.7	25	8	1	7	11	0	0	87	48	176	5.566	1.5924	1299
Buente, Jay RP TB	-	Free Agent	5.0	1	0	0	0	1	0	0	2	5	7	9.000	2.4000	1303
Slaten, Doug RP WAS 	-	Free Agent	16.3	0	0	0	0	2	0	0	13	9	26	4.408	2.1429	1305
Pendleton, Lance RP HOU	-	Free Agent	18.7	0	0	0	0	0	0	0	13	11	20	6.750	1.6607	1306
Misch, Pat RP PHI	-	Free Agent	7.0	0	0	0	1	0	0	0	5	4	11	10.286	2.1429	1307
Delaney, Rob RP TB	-	Free Agent	5.0	0	0	0	0	0	0	0	3	7	4	10.800	2.2000	1308
Norberto, Jordan RP OAK	-	Free Agent	6.7	0	0	0	0	0	0	0	4	7	8	8.100	2.2500	1309
Villarreal, Brayan RP DET	-	Free Agent	16.0	0	0	0	1	1	0	0	14	10	21	6.750	1.9375	1311
Asencio, Jairo RP ATL	-	Free Agent	10.3	0	0	0	0	0	0	1	8	5	16	6.968	2.0323	1313
Surkamp, Eric SP SF	-	Free Agent	26.7	6	1	0	2	2	0	0	13	17	32	5.737	1.8375	1314
Boyer, Blaine RP NYM	-	Free Agent	6.7	0	0	0	0	2	1	0	1	1	13	10.800	2.1000	1315
Jenks, Bobby RP BOS 	-	Free Agent	15.7	0	0	0	2	2	0	2	17	13	22	6.319	2.2340	1316
Diamond, Scott SP MIN	-	Free Agent	39.0	7	3	0	1	5	0	0	19	17	51	5.077	1.7436	1320
McAllister, Zach SP CLE	-	Free Agent	17.7	4	0	0	0	1	0	0	14	7	26	6.113	1.8679	1321
Cleto, Maikel RP STL	-	Free Agent	4.3	0	0	0	0	0	0	0	6	4	7	12.461	2.5385	1322
Augenstein, Bryan RP STL	-	Free Agent	5.7	0	0	0	0	1	0	0	6	3	11	9.529	2.4706	1324
Lewis, Rommie RP TOR	-	Free Agent	5.0	0	0	0	0	0	0	0	5	2	12	9.000	2.8000	1327
Turner, Jacob SP DET 	-	Free Agent	12.7	3	0	0	0	1	0	0	8	4	17	8.526	1.6579	1329
Cook, Ryan RP OAK 	-	Free Agent	7.7	0	0	0	0	1	0	0	7	8	11	7.043	2.4783	1330
Miller, Andrew SP BOS 	-	Free Agent	65.0	12	3	0	6	3	0	0	50	41	77	5.538	1.8154	1331
Carpenter, Andrew RP TOR	-	Free Agent	14.7	0	0	0	0	0	0	1	16	7	19	7.977	1.7727	1332
Hoey, Jim RP TOR 	-	Free Agent	24.7	0	0	0	1	2	0	1	14	13	34	5.473	1.9054	1333
Lyon, Brandon RP HOU 	-	Free Agent	13.3	0	0	0	3	3	4	4	6	5	27	11.475	2.4000	1334
Purcey, David RP PHI 	-	Free Agent	33.7	0	0	0	1	2	0	0	22	27	33	5.614	1.7822	1335
VandenHurk, Rick RP BAL	-	Free Agent	9.0	2	0	0	0	0	0	0	7	8	12	8.000	2.2222	1338
Kazmir, Scott SP LAA	-	Free Agent	1.7	1	0	0	0	0	0	0	0	2	5	27.000	4.2000	1340
Cedeno, Xavier RP HOU	-	Free Agent	1.7	0	0	0	0	0	0	0	0	0	7	27.000	4.2000	1341
