All Players Projections MLB Scoring Stats - Average									
Player	Action	Team	ERA	INN	K	S	W	WHIP	Rank
Brackman, Andrew RP CIN 	-	Free Agent	0.000	1.3	0	0	0	1.5000	1267
Rosa, Carlos RP ARI	-	Free Agent	4.355	10.3	4	0	0	1.4516	1269
Giese, Dan RP OAK	-	Free Agent	4.909	7.3	4	0	0	1.3636	1270
Abad, Fernando RP HOU	-	Free Agent	5.121	19.3	14	0	0	1.4483	1273
Waldrop, Kyle RP MIN	-	Free Agent	5.727	11.0	5	0	1	1.4545	1275
Embree, Alan RP CHW	-	Free Agent	5.400	8.3	4	0	1	1.5600	1276
Castillo, Alberto RP LAD	-	Free Agent	4.765	11.3	8	0	1	1.6765	1277
Burres, Brian RP PIT 	-	Free Agent	5.400	33.3	20	0	2	1.5300	1278
Garrison, Steve RP SEA	-	Free Agent	0.000	0.3	0	0	0	0.0000	1281
Rundles, Richard RP STL	-	Free Agent	0.000	0.3	0	0	0	0.0000	1282
Messenger, Randy RP SEA	-	Free Agent	5.400	3.3	2	0	0	1.2000	1285
Waddell, Jason RP DET	-	Free Agent	0.000	0.7	1	0	0	1.5000	1286
Rowland-Smith, Ryan SP HOU	-	Free Agent	5.374	68.7	34	0	2	1.4563	1289
Escobar, Kelvim SP NYM 	-	Free Agent	5.400	1.7	2	0	0	1.2000	1293
Ortiz, Ramon RP CHC	-	Free Agent	5.684	31.7	23	0	1	1.4526	1295
Burns, Mike SP MIL	-	Free Agent	5.712	17.3	13	0	1	1.5000	1300
Register, Steven RP TOR	-	Free Agent	0.000	0.7	0	0	0	1.5000	1301
Carignan, Andrew RP OAK	-	Free Agent	4.263	6.3	5	0	0	1.5789	1302
Stoner, Tobi RP NYM	-	Free Agent	4.909	3.7	2	0	0	1.3636	1303
Sosa, Jorge RP MIA	-	Free Agent	5.492	19.7	12	1	1	1.6271	1304
Walker, Jamie RP BAL	-	Free Agent	4.500	4.0	3	0	0	1.5000	1305
Towers, Josh RP LAD	-	Free Agent	5.400	1.7	1	0	0	1.2000	1307
Cortes, Dan RP SEA	-	Free Agent	4.500	8.0	4	0	0	1.5000	1308
Hansen, Craig RP PIT	-	Free Agent	4.500	2.0	2	0	0	1.5000	1309
Sarfate, Dennis RP BAL	-	Free Agent	4.696	7.7	7	0	0	1.5652	1310
Davis, Doug SP CHW	-	Free Agent	4.986	95.7	72	0	4	1.6307	1311
Mickolio, Kam RP ARI	-	Free Agent	4.500	8.0	8	0	0	1.6250	1317
Lueke, Josh RP TB	-	Free Agent	6.061	32.7	29	0	1	1.4388	1324
Speier, Ryan RP WAS	-	Free Agent	4.500	2.0	1	0	0	1.5000	1329
Pena, Tony RP BOS 	-	Free Agent	N/A	0.0	0	0	0	N/A	1331
Anderson, Brian RP NYY	-	Free Agent	N/A	0.0	0	0	0	N/A	1332
Hatcher, Chris RP MIA	-	Free Agent	N/A	0.0	0	0	0	N/A	1333
Villar, Henry RP HOU	-	Free Agent	6.000	3.0	2	0	0	1.3333	1334
Fox, Matt RP SEA	-	Free Agent	4.909	3.7	0	0	0	1.3636	1335
Petit, Yusmeiro SP SEA	-	Free Agent	5.700	30.0	25	0	1	1.5000	1336
Chulk, Vinnie RP OAK	-	Free Agent	4.500	4.0	1	0	0	1.5000	1337
Reynolds, Greg RP COL 	-	Free Agent	6.188	16.0	9	0	2	1.5625	1338
Gaub, John RP CHC	-	Free Agent	6.750	1.3	2	0	0	1.5000	1340
Fiers, Michael RP MIL	-	Free Agent	0.000	2.0	2	0	0	2.5000	1342
Marte, Damaso RP NYY 	-	Free Agent	6.097	10.3	8	0	0	1.3548	1350
McClung, Seth RP TEX	-	Free Agent	4.790	20.7	13	0	1	1.6452	1351
Sowers, Jeremy SP CLE	-	Free Agent	5.268	41.0	17	0	2	1.5122	1354
Martinez, Carlos RP MIA	-	Free Agent	0.000	0.7	1	0	0	3.0000	1357
Bonderman, Jeremy SP DET	-	Free Agent	5.668	60.3	39	0	3	1.5083	1359
Lewis, Scott SP CLE	-	Free Agent	6.750	1.3	1	0	0	1.5000	1360
Maine, Scott RP CHC	-	Free Agent	5.400	10.0	8	0	0	1.5000	1363
Ramos, Cesar RP TB	-	Free Agent	4.836	22.3	17	0	0	1.5672	1364
Shell, Steven RP KC	-	Free Agent	5.400	1.7	2	0	0	1.8000	1367
Neshek, Pat RP SD	-	Free Agent	4.320	16.7	14	0	0	1.6800	1368
Hacker, Eric RP MIN 	-	Free Agent	3.375	2.7	1	0	0	1.8750	1375
Carpenter, Chris RP CHC	-	Free Agent	2.793	9.7	8	0	0	1.9655	1378
Ceda, Jose RP MIA	-	Free Agent	4.909	14.7	15	0	0	1.6364	1380
Davidson, Daniel RP LAA	-	Free Agent	0.000	0.7	0	0	0	3.0000	1383
Magnuson, Trystan RP TOR	-	Free Agent	6.136	14.7	11	0	0	1.3636	1384
Gordon, Brian RP NYY	-	Free Agent	5.226	10.3	4	0	0	1.4516	1386
Deduno, Samuel RP MIN	-	Free Agent	3.375	2.7	4	0	0	2.2500	1392
Coello, Robert RP TOR	-	Free Agent	6.750	2.7	2	0	0	1.5000	1393
Aquino, Greg RP CHW	-	Free Agent	5.062	5.3	4	0	0	1.6875	1411
Marquez, Jeff RP SEA	-	Free Agent	6.750	2.7	1	0	0	1.5000	1413
Thayer, Dale RP NYM	-	Free Agent	6.231	8.7	5	0	0	1.3846	1416
Mendoza, Luis RP KC	-	Free Agent	6.750	6.7	3	0	1	1.6500	1422
Switzer, Jon RP NYM	-	Free Agent	9.000	1.0	1	0	0	2.0000	1423
Link, Jon RP LAD	-	Free Agent	4.154	4.3	2	0	0	1.8462	1424
Accardo, Jeremy RP BAL	-	Free Agent	4.696	23.0	15	0	1	1.6957	1425
Keppel, Bobby RP MIN	-	Free Agent	5.000	18.0	11	0	0	1.5556	1431
English, Jesse RP WAS	-	Free Agent	5.400	3.3	2	0	0	1.8000	1433
Manship, Jeff RP MIN	-	Free Agent	5.484	21.3	15	0	1	1.5938	1434
Strickland, Scott RP MIA	-	Free Agent	9.000	1.0	0	0	0	2.0000	1436
Torres, Alex RP TB	-	Free Agent	4.500	4.0	4	0	0	2.0000	1437
Campillo, Jorge RP KC	-	Free Agent	6.750	1.3	1	0	0	2.2500	1440
Parr, James R. RP ATL	-	Free Agent	5.786	4.7	4	0	0	1.7143	1445
Richardson, Dustin RP ATL	-	Free Agent	3.375	5.3	4	0	0	2.0625	1447
Rincon, Juan RP LAD	-	Free Agent	6.923	13.0	13	0	1	1.5385	1448
Whisler, Wesley RP CHW	-	Free Agent	27.000	0.3	1	0	0	3.0000	1450
Sadler, Billy RP HOU	-	Free Agent	27.000	0.3	1	0	0	3.0000	1451
Reineke, Chad SP CIN	-	Free Agent	6.750	4.0	1	0	0	1.5000	1455
Joaquin, Waldis RP WAS	-	Free Agent	4.909	7.3	6	0	0	1.7727	1460
Ascanio, Jose RP LAD	-	Free Agent	4.500	8.0	8	0	0	1.8750	1466
Tucker, Ryan RP LAD	-	Free Agent	6.750	2.7	2	0	0	1.8750	1468
Brocail, Doug RP HOU	-	Free Agent	4.500	6.0	3	0	0	1.8333	1469
Slama, Anthony RP MIN	-	Free Agent	5.400	3.3	4	0	0	2.1000	1473
Mosebach, Bobby RP LAA	-	Free Agent	13.500	0.7	1	0	0	3.0000	1475
Mazzaro, Vin SP KC	-	Free Agent	5.132	80.7	49	0	4	1.6116	1476
Viola, Pedro RP BAL	-	Free Agent	6.750	4.0	4	0	0	1.7500	1484
Riske, David RP BAL	-	Free Agent	5.625	8.0	5	0	0	1.6250	1485
Kobayashi, Masa RP CLE	-	Free Agent	8.100	3.3	1	0	0	1.5000	1488
Gordon, Tom RP ARI	-	Free Agent	13.500	0.7	0	0	0	3.0000	1491
Patton, David RP CHC	-	Free Agent	6.750	9.3	8	0	1	1.7143	1492
Yates, Tyler RP PIT	-	Free Agent	6.750	4.0	3	0	0	1.7500	1493
Gobble, Jimmy RP COL	-	Free Agent	6.750	4.0	3	0	0	1.7500	1494
Marinez, Jhan RP CHW	-	Free Agent	6.750	1.3	2	0	0	3.0000	1495
James, Chuck RP MIN 	-	Free Agent	6.097	10.3	8	0	0	1.5484	1498
Cordero, Chad RP TOR	-	Free Agent	7.714	4.7	3	0	0	1.5000	1500
Abreu, Winston RP TOR	-	Free Agent	9.000	2.0	2	0	0	2.0000	1501
Matos, Osiris RP SF	-	Free Agent	9.000	2.0	2	0	0	2.0000	1502
Herrera, Kelvin RP KC	-	Free Agent	13.500	2.0	0	0	0	1.0000	1503
Ohka, Tomo SP CLE	-	Free Agent	6.085	23.7	10	0	0	1.3521	1505
Mendez, Adalberto SP MIA	-	Free Agent	5.108	12.3	6	0	0	1.6216	1507
Hottovy, Tommy RP BOS	-	Free Agent	6.750	4.0	2	0	0	1.7500	1509
Butler, Josh RP MIL	-	Free Agent	6.750	1.3	1	0	0	3.0000	1510
Asencio, Jairo RP ATL	-	Free Agent	6.231	4.3	3	0	0	1.8462	1511
Nunez, Jhonny RP TB	-	Free Agent	9.000	2.0	1	0	0	2.0000	1514
Gosling, Mike RP CLE	-	Free Agent	5.400	8.3	4	0	0	1.6800	1517
McGowan, Dustin SP TOR 	-	Free Agent	6.750	10.7	10	0	0	1.5000	1519
Dumatrait, Phil RP MIN	-	Free Agent	4.500	18.0	12	0	0	1.7222	1520
Mathieson, Scott RP PHI 	-	Free Agent	2.700	3.3	3	0	0	2.7000	1522
Hinckley, Mike RP TOR	-	Free Agent	5.400	3.3	1	0	0	2.1000	1523
Bonser, Boof RP NYM 	-	Free Agent	5.684	12.7	8	0	0	1.5789	1525
Purcey, David RP PHI 	-	Free Agent	5.353	38.7	31	0	1	1.6034	1527
Geer, Josh SP SD	-	Free Agent	6.029	34.3	18	0	0	1.3689	1529
Whelan, Kevin RP NYY	-	Free Agent	5.400	1.7	1	0	0	3.0000	1530
James, Justin RP MIL	-	Free Agent	4.500	2.0	2	0	0	3.0000	1532
Vasquez, Virgil SP TB	-	Free Agent	6.000	15.0	10	0	1	1.6667	1542
Nunez, Vladimir RP ATL	-	Free Agent	27.000	0.3	0	0	0	6.0000	1543
Wood, Tim RP PIT	-	Free Agent	4.655	19.3	9	0	0	1.6552	1544
Chacin, Gustavo RP HOU	-	Free Agent	4.655	19.3	16	0	1	1.8621	1545
Majewski, Gary RP HOU	-	Free Agent	18.000	1.0	0	0	0	2.0000	1546
Moreno, Edwin RP BOS	-	Free Agent	4.909	7.3	5	0	0	1.9091	1547
Ring, Royce RP SEA	-	Free Agent	13.500	1.3	1	0	0	2.2500	1549
Webb, Brandon SP TEX 	-	Free Agent	13.500	1.3	1	0	0	2.2500	1550
Jones, Hunter RP CLE	-	Free Agent	7.714	4.7	4	0	0	1.7143	1552
Thomas, Justin RP BOS	-	Free Agent	5.400	6.7	2	0	0	1.8000	1556
Segovia, Zack RP MIL	-	Free Agent	8.100	3.3	1	0	0	1.8000	1557
Brazoban, Yhency RP ARI	-	Free Agent	6.000	6.0	8	0	0	2.0000	1558
Moehler, Brian RP HOU	-	Free Agent	5.374	70.3	40	0	3	1.5640	1559
Stark, Denny RP SEA	-	Free Agent	7.364	3.7	2	0	0	1.9091	1562
Traber, Billy RP BOS	-	Free Agent	13.500	1.3	0	0	0	2.2500	1563
Waechter, Doug RP KC	-	Free Agent	10.800	1.7	1	0	0	2.4000	1565
Fien, Casey RP MIN	-	Free Agent	7.714	4.7	3	0	0	1.7143	1566
Wagner, Neil RP OAK	-	Free Agent	7.200	5.0	4	0	0	1.8000	1569
Bradford, Chad RP TB	-	Free Agent	5.400	3.3	2	0	0	2.4000	1571
Stokes, Brian RP TOR	-	Free Agent	4.655	29.0	20	0	1	1.7586	1572
Jackson, Zach SP TEX	-	Free Agent	9.000	3.0	3	0	0	2.0000	1573
Stinson, Josh RP NYM	-	Free Agent	6.923	13.0	8	1	0	1.6154	1574
Mejia, Jenrry RP NYM	-	Free Agent	4.655	19.3	11	0	0	1.7069	1576
Bisenius, Joe RP WAS	-	Free Agent	7.714	2.3	2	0	0	2.5714	1580
Wolfe, Brian RP TOR	-	Free Agent	9.000	5.0	4	0	1	2.0000	1581
Corcoran, Roy RP HOU	-	Free Agent	5.684	6.3	2	0	1	2.2105	1582
Leroux, Chris RP PIT	-	Free Agent	5.500	18.0	16	0	0	1.6667	1583
Tankersley, Taylor RP NYM	-	Free Agent	7.500	6.0	4	0	0	1.6667	1584
Rusch, Glendon RP COL	-	Free Agent	7.105	6.3	4	0	1	2.0526	1585
Morillo, Juan RP MIN	-	Free Agent	27.000	0.7	0	0	0	3.0000	1586
Houser, James RP MIA	-	Free Agent	27.000	0.7	0	0	0	3.0000	1587
Coleman, Casey SP CHC	-	Free Agent	5.476	70.7	51	0	4	1.6274	1589
Henn, Sean RP SEA	-	Free Agent	7.714	4.7	5	0	0	1.9286	1590
Betances, Dellin SP NYY	-	Free Agent	6.750	2.7	2	0	0	2.6250	1593
Cabrera, Fernando RP OAK	-	Free Agent	11.571	2.3	3	0	0	2.1429	1594
Igarashi, Ryota RP PIT 	-	Free Agent	5.712	34.7	34	0	2	1.7019	1595
Bale, John RP DET	-	Free Agent	5.786	9.3	8	0	0	1.8214	1596
Cotts, Neal RP NYY	-	Free Agent	7.364	3.7	3	0	0	2.1818	1599
Davies, Kyle SP KC	-	Free Agent	5.576	122.7	87	0	6	1.5815	1600
Sinkbeil, Brett RP MIA	-	Free Agent	18.000	1.0	0	0	0	3.0000	1601
Bullington, Bryan SP KC	-	Free Agent	5.510	16.3	11	0	0	1.6531	1602
Ramirez, Horacio RP LAA	-	Free Agent	5.906	10.7	6	0	0	1.6875	1603
Richards, Garrett RP LAA	-	Free Agent	5.786	14.0	9	0	0	1.6429	1604
Kroenke, Zach RP ARI	-	Free Agent	6.750	5.3	2	0	0	1.8750	1605
Ramirez, Edwar RP OAK	-	Free Agent	5.727	11.0	11	0	0	1.8182	1606
Zagurski, Mike RP ARI	-	Free Agent	8.438	5.3	8	0	0	1.8750	1608
Lincoln, Brad SP PIT 	-	Free Agent	5.760	50.0	27	0	2	1.5200	1609
Davidson, Dave RP BAL	-	Free Agent	54.000	0.3	1	0	0	6.0000	1610
Brach, Brad RP SD	-	Free Agent	5.143	7.0	11	0	0	2.2857	1613
Ortega, Anthony SP LAA	-	Free Agent	8.308	4.3	2	0	0	1.8462	1614
Sonnanstine, Andy RP CHC 	-	Free Agent	5.750	72.0	41	0	3	1.5139	1615
Bowden, Michael RP BOS	-	Want-a-be Ghetto All Stars	5.824	17.0	14	0	0	1.6471	1617
Huff, David SP CLE	-	Free Agent	5.525	86.3	46	0	5	1.5753	1618
Paronto, Chad RP BOS	-	Free Agent	11.571	2.3	1	0	0	2.1429	1619
Julio, Jorge RP PIT	-	Free Agent	7.941	5.7	4	0	0	1.7647	1621
Weinhardt, Robbie RP DET	-	Free Agent	6.457	15.3	11	0	1	1.6957	1622
Sborz, Jay RP ATL	-	Free Agent	54.000	0.3	0	0	0	6.0000	1623
Gonzalez, Enrique RP DET	-	Free Agent	5.538	13.0	6	0	0	1.6923	1624
Turner, Jacob SP DET 	-	Free Agent	8.526	6.3	4	0	0	1.5789	1625
Taschner, Jack RP LAD	-	Free Agent	5.510	16.3	12	0	1	1.8367	1626
Kluber, Corey RP CLE	-	Free Agent	8.308	4.3	5	0	0	2.0769	1629
Tobin, Mason RP TEX 	-	Free Agent	6.750	5.3	0	0	0	1.8750	1630
Hendriks, Liam SP MIN 	-	Free Agent	6.171	23.3	16	0	0	1.5000	1631
Robertson, Nate SP SEA	-	Free Agent	5.722	50.3	33	0	3	1.6093	1633
Garate, Victor RP MIA	-	Free Agent	27.000	0.7	0	0	0	4.5000	1635
Lopez, Arturo A. RP NYM	-	Free Agent	27.000	0.7	0	0	0	4.5000	1636
Broadway, Lance RP TOR	-	Free Agent	6.097	10.3	6	0	0	1.7419	1637
Walters, P.J. RP MIN	-	Free Agent	7.412	17.0	13	0	1	1.5294	1639
Broderick, Brian RP STL	-	Free Agent	6.568	12.3	4	0	0	1.5405	1640
Bruney, Brian RP CHW	-	Free Agent	5.684	25.3	23	0	2	1.8158	1641
Eppley, Cody RP TEX	-	Free Agent	8.000	9.0	6	0	1	1.7778	1642
Thompson, Aaron RP MIN	-	Free Agent	6.750	4.0	0	0	0	2.2500	1643
Maya, Yunesky SP WAS	-	Free Agent	5.523	29.3	14	0	0	1.5341	1644
Byrd, Paul SP BOS	-	Free Agent	5.559	11.3	4	0	0	1.7647	1645
Figaro, Alfredo RP DET	-	Free Agent	6.750	10.7	7	0	1	1.8750	1646
Atkins, Mitch RP BAL	-	Free Agent	7.043	7.7	6	0	0	1.8261	1647
Tillman, Chris SP BAL	-	Free Agent	5.519	60.3	39	0	2	1.5746	1648
Gearrin, Cory RP ATL	-	Free Agent	7.854	18.3	25	0	1	1.5818	1649
Stange, Daniel RP ARI	-	Free Agent	13.500	2.0	1	0	0	2.5000	1650
Korecky, Bobby RP LAA	-	Free Agent	13.500	2.0	1	0	0	2.5000	1651
Hinshaw, Alex RP SF	-	Free Agent	13.500	2.0	1	0	0	2.5000	1652
Marshall, Jay RP OAK	-	Free Agent	15.429	2.3	0	0	0	1.7143	1653
Shields, Scot RP LAA	-	Free Agent	5.484	21.3	17	0	0	1.6875	1654
Fox, Chad RP CHC	-	Free Agent	N/A	0.0	0	0	0	N/A	1655
Taylor, Graham SP MIA	-	Free Agent	7.364	3.7	2	0	0	2.4545	1656
Rodriguez, Rafael RP ARI	-	Free Agent	5.400	11.7	4	0	0	1.8000	1658
Koronka, John SP LAD	-	Free Agent	11.571	2.3	1	0	0	2.5714	1659
Bootcheck, Chris RP TB 	-	Free Agent	10.800	5.0	4	0	0	1.6000	1660
Swindle, R.J. RP TB	-	Free Agent	15.429	2.3	3	0	0	2.1429	1662
Valdez, Merkin RP TEX	-	Free Agent	5.891	18.3	15	0	1	1.8000	1663
Reyes, Anthony SP CLE	-	Free Agent	6.395	12.7	7	0	0	1.6579	1664
Diamond, Thomas RP CHC	-	Free Agent	6.750	14.7	18	0	0	1.7045	1665
Valdez, Jose RP HOU	-	Free Agent	9.000	7.0	8	0	0	1.7143	1666
Stevens, Jeff RP CHC 	-	Free Agent	6.568	12.3	9	0	0	1.7027	1667
Colome, Jesus RP TEX	-	Free Agent	6.395	12.7	10	0	0	1.7368	1668
Johnson, Alan SP COL	-	Free Agent	9.000	4.0	3	0	0	2.2500	1669
Olsen, Scott SP PIT	-	Free Agent	5.812	48.0	32	0	2	1.5833	1670
Judy, Josh RP CIN 	-	Free Agent	7.071	14.0	10	0	0	1.5714	1672
Scribner, Evan RP OAK	-	Free Agent	7.071	14.0	10	0	0	1.5714	1673
Chatwood, Tyler SP COL 	-	Free Agent	4.753	142.0	74	0	6	1.6690	1674
Beltre, Omar RP TEX	-	Free Agent	10.800	3.3	4	0	0	2.4000	1676
Hart, Kevin SP PIT	-	Free Agent	5.333	27.0	17	0	1	1.7407	1677
Haeger, Charlie SP BOS	-	Free Agent	6.612	16.3	15	0	0	1.6531	1678
Farquhar, Danny RP TOR	-	Free Agent	13.500	2.0	1	0	0	3.0000	1679
Delaney, Rob RP TB	-	Free Agent	12.000	3.0	2	0	0	2.3333	1680
Tazawa, Junichi RP BOS	-	Free Agent	7.714	9.3	6	0	1	1.9286	1681
Texeira, Kanekoa RP CIN	-	Free Agent	4.765	34.0	16	0	0	1.6765	1682
Lerew, Anthony SP KC	-	Free Agent	6.750	13.3	8	0	0	1.6500	1683
Veal, Donnie RP CHW	-	Free Agent	6.750	5.3	5	0	0	2.4375	1684
Gonzalez, Edgar RP OAK	-	Free Agent	5.642	22.3	13	0	0	1.6567	1685
Egbert, Jack RP NYM	-	Free Agent	27.000	1.0	0	0	0	4.0000	1686
Berken, Jason RP BAL	-	Free Agent	5.306	76.3	51	0	3	1.6376	1687
Bell, Trevor RP LAA	-	Free Agent	5.121	38.7	25	0	1	1.7069	1688
Geary, Geoff RP LAD	-	Free Agent	8.100	6.7	4	0	0	1.9500	1689
Wang, Chien-Ming SP WAS 	-	Whiteness	6.231	34.7	18	0	2	1.5865	1690
Lindsay, Shane RP CHW 	-	Free Agent	12.000	3.0	3	0	0	2.6667	1691
Sanchez, Duaner RP SD	-	Free Agent	9.818	3.7	1	0	0	2.4545	1692
Martinez, Joe RP CLE	-	Free Agent	5.940	16.7	9	0	1	1.8600	1693
Bass, Brian RP PHI	-	Free Agent	5.457	31.3	20	0	2	1.7872	1694
Lambert, Chris RP BAL	-	Free Agent	11.250	4.0	4	0	0	2.2500	1695
Williams, Randy RP BOS	-	Free Agent	5.294	17.0	17	0	0	1.9412	1696
Augenstein, Bryan RP STL	-	Free Agent	8.217	7.7	4	0	0	1.8261	1697
Mulvey, Kevin RP ARI	-	Free Agent	8.000	9.0	6	0	0	1.7778	1698
Schoeneweis, Scott RP BOS	-	Free Agent	7.105	12.7	9	0	1	1.8947	1699
Harrell, Lucas RP HOU	-	Free Agent	4.714	21.0	15	0	0	1.9048	1700
De La Rosa, Dane RP TB	-	Free Agent	9.818	7.3	8	0	0	1.7727	1701
Todd, Jess RP STL	-	Free Agent	7.714	9.3	10	0	0	1.9286	1702
Del Rosario, Enerio RP HOU	-	Free Agent	4.596	31.3	18	0	0	1.7872	1703
Ortiz, Russ RP LAD	-	Free Agent	5.806	31.0	24	0	1	1.7097	1704
Gallagher, Sean RP CIN	-	Free Agent	5.961	25.7	19	0	2	1.8312	1705
Duffy, Danny SP KC	-	Free Agent	5.639	105.3	87	0	4	1.6139	1706
Lewis, Rommie RP TOR	-	Free Agent	7.500	12.0	10	0	0	1.7500	1707
Madrigal, Warner RP NYY	-	Free Agent	10.385	4.3	2	0	0	2.3077	1708
Hill, Rich RP BOS 	-	Free Agent	6.557	23.3	20	0	1	1.7143	1709
Snell, Ian SP STL	-	Free Agent	5.230	63.7	38	0	2	1.6492	1711
Mock, Garrett SP WAS	-	Free Agent	5.684	31.7	25	0	1	1.7368	1712
Loux, Shane SP SF	-	Free Agent	6.052	19.3	6	0	1	1.7586	1713
Banks, Josh SP SF	-	Free Agent	8.000	9.0	3	0	0	1.7778	1714
Liz, Radhames RP SD	-	Free Agent	81.000	0.3	0	0	0	12.0000	1715
Valdez, Cesar RP PIT	-	Free Agent	7.200	10.0	6	0	0	1.9000	1716
Bazardo, Yorman SP MIN	-	Free Agent	7.594	10.7	6	0	0	1.7812	1717
Ambriz, Hector RP CLE	-	Free Agent	5.625	24.0	18	0	0	1.7500	1718
Claggett, Anthony RP PIT	-	Free Agent	27.000	1.3	1	0	0	3.7500	1719
Bennett, Jeff RP MIL	-	Free Agent	5.170	15.7	9	0	1	2.1064	1720
Mata, Frank RP MIA	-	Free Agent	8.308	8.7	4	0	0	1.8462	1721
Benson, Kris RP ARI	-	Free Agent	7.500	12.0	6	0	1	1.9167	1722
Pendleton, Lance RP HOU	-	Free Agent	6.750	18.7	13	0	0	1.6607	1723
Carlyle, Buddy RP NYY	-	Free Agent	7.448	9.7	7	0	0	1.9655	1724
Oliver, Andrew SP DET	-	Free Agent	6.750	16.0	12	0	0	1.7500	1725
Kinney, Josh RP SEA 	-	Free Agent	7.364	11.0	9	0	0	1.9091	1726
Villarreal, Brayan RP DET	-	Free Agent	6.750	16.0	14	0	1	1.9375	1727
Surkamp, Eric SP SF	-	Free Agent	5.737	26.7	13	0	2	1.8375	1728
Tallet, Brian RP TOR	-	Free Agent	5.916	83.7	61	0	3	1.5657	1729
Silva, Walter SP SD	-	Free Agent	8.640	8.3	4	0	0	1.9200	1730
Carrillo, Cesar SP HOU	-	Free Agent	13.500	3.3	1	0	0	2.7000	1731
Diamond, Scott SP MIN	-	Free Agent	5.077	39.0	19	0	1	1.7436	1732
McAllister, Zach SP CLE	-	Free Agent	6.113	17.7	14	0	0	1.8679	1733
Cleto, Maikel RP STL	-	Free Agent	12.461	4.3	6	0	0	2.5385	1734
Carpenter, Andrew RP TOR	-	Free Agent	9.391	7.7	8	0	0	2.0870	1735
Yabuta, Yasuhiko RP KC	-	Free Agent	13.500	4.7	3	0	1	2.5714	1736
Rupe, Josh RP BAL	-	Free Agent	7.448	9.7	6	0	0	2.0690	1737
Norberto, Jordan RP OAK	-	Free Agent	6.750	13.3	10	0	0	1.9500	1738
Cook, Ryan RP OAK 	-	Free Agent	7.043	7.7	7	0	0	2.4783	1739
Rosario, Sandy RP MIA	-	Free Agent	15.429	2.3	1	0	0	3.8571	1740
Hoey, Jim RP TOR 	-	Free Agent	5.473	24.7	14	0	1	1.9054	1742
Buente, Jay RP TB	-	Free Agent	6.750	8.0	6	0	0	2.5000	1743
Torres, Carlos RP CHW 	-	Free Agent	7.071	14.0	12	0	0	1.9286	1744
Schlitter, Brian RP CHC	-	Free Agent	13.500	4.0	4	0	0	2.7500	1745
Gabino, Armando RP BAL	-	Free Agent	16.875	2.7	1	0	0	3.3750	1746
O'Sullivan, Sean SP KC	-	Free Agent	6.124	64.7	30	0	3	1.5464	1747
Ledezma, Wil RP LAD	-	Free Agent	8.710	10.3	12	0	0	2.0323	1748
Mills, Brad RP LAA 	-	Free Agent	8.438	16.0	15	0	1	1.8125	1749
Lincoln, Mike RP CIN	-	Free Agent	7.535	14.3	7	0	1	1.9535	1750
Ottavino, Adam SP STL	-	Free Agent	7.941	11.3	6	0	0	1.9412	1751
Cedeno, Xavier RP HOU	-	Free Agent	27.000	1.7	0	0	0	4.2000	1752
Smith, Greg SP COL	-	Free Agent	6.517	19.3	16	0	0	1.8621	1753
McCrory, Bob RP BAL	-	Free Agent	19.286	2.3	1	0	0	3.8571	1754
Stewart, Zach SP CHW	-	Free Agent	5.881	67.3	45	0	2	1.6040	1755
Drabek, Kyle SP TOR 	-	Free Agent	5.812	48.0	32	0	2	1.7083	1756
Locke, Jeff SP PIT	-	Free Agent	6.480	16.7	5	0	0	1.8600	1757
Cabrera, Daniel SP LAA	-	Free Agent	5.824	17.0	8	0	0	2.0000	1758
Daigle, Casey RP SF	-	Free Agent	10.125	5.3	3	0	0	2.8125	1759
Rivera, Saul RP CLE	-	Free Agent	7.714	14.0	7	0	0	1.8571	1760
Thompson, Daryl RP MIN	-	Free Agent	15.000	3.0	0	0	0	3.6667	1761
Reyes, Jo-Jo SP PIT 	-	Free Agent	6.158	57.0	37	0	2	1.6140	1762
Ponson, Sidney SP KC	-	Free Agent	7.322	19.7	11	0	0	1.7288	1763
Parra, Manny RP MIL 	-	Free Agent	5.771	87.3	82	0	5	1.7405	1764
Eaton, Adam SP COL	-	Free Agent	8.265	16.3	12	0	1	1.8980	1765
Wellemeyer, Todd SP CHC	-	Free Agent	5.818	60.3	40	0	3	1.7072	1766
Buckner, Billy SP COL	-	Free Agent	7.200	30.0	25	0	1	1.7000	1767
Marte, Victor RP STL	-	Free Agent	9.450	13.3	9	0	1	1.9500	1768
Suppan, Jeff SP KC	-	Free Agent	5.236	87.7	44	0	3	1.6768	1769
Sanit, Amauri RP NYY	-	Free Agent	12.857	7.0	4	0	0	2.1429	1770
Billings, Bruce RP OAK	-	Free Agent	10.286	7.0	7	0	0	2.7143	1771
Penn, Hayden RP PIT	-	Free Agent	10.125	8.0	9	0	0	2.6250	1772
Worrell, Mark RP BAL	-	Free Agent	36.000	2.0	3	0	0	4.0000	1773
DiNardo, Lenny SP BOS	-	Free Agent	10.286	7.0	3	0	0	2.7143	1774
Villanueva, Elih SP MIA 	-	Free Agent	24.000	3.0	2	0	0	3.3333	1775
Kensing, Logan RP PIT 	-	Free Agent	9.257	11.7	6	0	0	2.0571	1776
Proctor, Scott RP NYY	-	Free Agent	7.043	23.0	18	0	1	1.9565	1777
Weiland, Kyle SP HOU 	-	Free Agent	7.662	24.7	13	0	0	1.6622	1779
