All Starting Pitchers Projections MLB Standard Stats															
Player	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Connolly, Jon SP DET	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2862
Eaton, Adam SP COL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2867
Martinez, Anastacio SP DET	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2875
Ramirez, J.C. SP PHI 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2883
Jang, Pil Joon SP ANA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2885
Duffy, Daniel SP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2887
Estes, Shawn SP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2913
Ross, Tyson SP OAK 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2918
Rodriguez, Ricardo SP PHI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2920
Hampson, Justin SP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2943
Atilano, Luis SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2975
Parker, Zach SP COL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2977
Main, Michael SP TEX	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	2993
Beato, Pedro SP BAL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3003
Pauley, David SP BAL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3014
Guerra, Deolis SP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3015
Reina, Jesus SP SF	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3017
Marquez, Jeff SP CHW	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3024
Zink, Charlie SP BOS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3026
Hammes, Zach SP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3041
Cheng, Chi-Hung SP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3043
Simonitsch, Errol SP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3048
Johnson, Kris SP BOS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3052
Cannon, Jon SP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3068
Johnson, Steven SP SF 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3070
Venters, Jonny SP ATL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3074
Glavine, Tom SP ATL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3075
Trahern, Dallas SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3091
Deago, Roger SP SD	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3102
Roemer, Wes SP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3105
Sadowski, Ryan SP HOU 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3116
Teheran, Julio SP ATL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3143
Ballard, Michael SP TEX	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3168
Ginter, Matt SP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3174
McGee, Jake SP TB	Whiteness	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3179
Youman, Shane SP PHI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3185
Chatwood, Tyler SP ANA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3187
Lecure, Sam SP CIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3213
Narron, Sam SP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3223
Capellan, Jose M. SP BOS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3235
Pelzer, Wynn SP SD	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3243
Castillo, Jesus SP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3257
Houser, James SP TB	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3259
Infante, Gregory SP CHW	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3274
Ohka, Tomo SP CLE	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3277
Vizcaino, Arodys SP ATL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3320
Avery, James SP CIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3328
Backe, Brandon SP HOU	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3338
Shortslef, Josh SP PHI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3347
Rasner, Darrell SP NYY	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3353
Haigwood, Dan SP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3354
Smith, Travis SP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3374
Pimentel, Julio SP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3390
Thompson, Mike SP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3394
Gardner, Richie SP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3398
Souza, Justin SP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3407
Hernandez, Orlando SP TEX	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3410
Harrell, Lucas SP CHW	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3411
Thompson, Aaron SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3416
Tata, Jordan SP DET	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3449
Barone, Daniel SP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3478
Junge, Eric SP SD	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3487
Kirkman, Michael SP TEX	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3490
Linares, Serguey SP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3501
Elarton, Scott SP CLE	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3506
Seddon, Chris SP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3514
De La Cruz, Kelvin SP CLE	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3523
Allison, Jeffrey SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3531
Dolis, Rafael SP CHC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3539
Lyles, Jordan SP HOU	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3551
Osuna, Edgar SP KC 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3559
Taubenheim, Ty SP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3572
Garcia, Christian SP NYY	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3573
Figueroa, Pedro SP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3576
Mathieson, Scott SP PHI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3577
Marek, Steve SP ATL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3580
Rosario, Rodrigo SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3592
Miley, Wade SP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3601
Mateo, Juan SP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3614
Cassel, Jack SP CLE	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3617
Wood, Blake SP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3626
Malone, Corwin SP CHW	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3633
Claussen, Brandon SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3635
Arguelles, Noel SP KC 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3640
Nicasio, Juan SP COL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3643
Dittler, Jake SP CLE	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3663
Ungs, Nick SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3667
Diamond, Thomas SP CHC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3675
Noesi, Hector SP NYY	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3680
Brazelton, Dewon SP STL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3681
Lindsay, Shane SP COL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3693
Kibler, Jon SP DET	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3694
O'Malley, Ryan J. SP CHC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3697
Holliman, Mark SP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3700
Mason, Chris SP TB	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3704
De Los Santos, Valerio SP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3715
Halama, John SP MIL 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3722
Phillips, Heath SP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3725
Liotta, Ray SP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3748
Perez, Beltran SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3754
Hynick, Brandon SP CHW	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	3762
Chapman, Aroldis SP CIN 	Free Agent	85.0	16	7	1	5	7	0	0	86	41	80	4.02	1.42	n/a
