All Players 2008 MLB Standard Stats															
Player	Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank
Badenhop, Burke RP FLA	Free Agent	47.3	8	2	0	2	3	0	0	35	21	55	6.08	1.61	1103
Rincon, Juan RP COL 	Free Agent	55.3	0	0	0	3	3	0	0	39	24	67	5.86	1.64	1104
Nieve, Fernando SP NYM 	SA`s	10.7	0	0	0	0	1	0	1	12	2	17	8.44	1.78	1105
Cabrera, Daniel SP ARI 	Disco Bush Horticulturists	180.0	30	13	2	8	10	0	0	95	90	199	5.25	1.61	1106
Carmona, Fausto SP CLE	Free Agent	120.7	22	9	1	8	7	0	0	58	70	126	5.44	1.62	1107
Meek, Evan RP PIT 	Free Agent	13.0	0	0	0	0	1	0	0	7	12	11	6.92	1.77	1108
Bukvich, Ryan RP BAL	Free Agent	5.3	0	0	0	0	0	0	0	5	6	9	6.75	2.81	1110
Kendrick, Kyle SP PHI	Free Agent	155.7	30	13	0	11	9	0	0	68	57	194	5.49	1.61	1111
Estrada, Marco SP WAS	Free Agent	12.7	0	0	0	0	0	0	1	10	5	17	7.82	1.74	1112
Hernandez, Fernando RP OAK	Free Agent	3.0	0	0	0	1	0	0	0	2	5	4	18.00	3.00	1114
Thompson, Rich G. RP ANA	Free Agent	2.0	0	0	0	0	0	0	0	1	2	4	22.50	3.00	1115
Woods, Jake RP PHI	Free Agent	19.0	0	0	0	0	0	0	1	9	11	22	6.16	1.74	1116
Chavez, Jesse RP TB 	Free Agent	15.0	0	0	0	0	1	0	1	16	9	20	6.60	1.93	1117
Niese, Jonathon SP NYM 	Free Agent	14.0	3	1	0	1	1	0	0	11	8	20	7.07	2.00	1118
Henn, Sean RP TOR 	Free Agent	9.3	0	0	0	0	0	0	0	9	9	11	7.71	2.14	1119
Miller, Andrew SP FLA	Free Agent	107.3	20	6	0	6	10	0	0	89	56	120	5.87	1.64	1120
Hansen, Craig RP PIT 	Free Agent	46.3	0	0	0	2	7	3	4	32	43	40	6.22	1.79	1121
Elbert, Scott RP LA	Grape Apes	6.0	0	0	0	0	1	0	0	8	4	9	12.00	2.17	1122
Register, Steven RP PHI	Free Agent	10.0	0	0	0	0	0	0	0	8	6	13	9.00	1.90	1123
Corey, Bryan RP SD	Free Agent	45.0	0	0	0	1	3	0	2	22	12	53	6.80	1.44	1124
VandenHurk, Rick SP FLA	Free Agent	14.0	4	0	0	1	1	0	0	20	10	20	7.71	2.14	1125
Ekstrom, Mike RP SD	Free Agent	9.7	0	0	0	0	2	0	0	6	7	14	7.45	2.17	1127
Jimenez, Kelvin RP CHW	Free Agent	24.0	0	0	0	0	0	0	0	11	15	28	5.62	1.79	1128
Glavine, Tom SP ATL 	Free Agent	63.3	13	5	0	2	4	0	0	37	37	67	5.54	1.64	1129
Traber, Billy RP BOS	Free Agent	16.7	0	0	0	0	0	0	0	11	7	23	7.02	1.80	1130
Wells, Jared RP SEA	Free Agent	8.3	0	0	0	0	0	0	0	5	7	11	8.64	2.16	1131
Hirsh, Jason SP COL	Free Agent	8.7	1	0	0	0	0	0	0	6	4	15	8.31	2.19	1132
Thompson, Daryl SP CIN 	Free Agent	14.3	3	0	0	0	2	0	0	6	7	20	6.91	1.88	1133
Bierd, Randor RP BOS	Free Agent	36.7	0	0	0	0	2	0	0	25	19	48	4.91	1.83	1134
Germano, Justin SP SD	Free Agent	43.7	6	3	0	0	3	0	0	17	13	54	5.98	1.53	1138
Osoria, Franquelis RP KC	Free Agent	60.7	0	0	0	4	3	0	2	31	12	87	6.08	1.63	1139
Lowe, Mark RP SEA	Free Agent	63.7	0	0	0	1	5	1	4	55	34	78	5.37	1.76	1140
Flores, Randy RP COL 	Free Agent	25.7	0	0	0	1	0	1	2	17	20	34	5.26	2.10	1141
Gonzalez, Edgar G. SP OAK	Free Agent	48.0	6	1	0	1	3	0	0	32	21	58	6.00	1.65	1142
Morales, Franklin RP COL	Free Agent	25.3	5	2	0	1	2	0	0	9	17	28	6.39	1.78	1144
Tankersley, Taylor RP FLA	Free Agent	17.7	0	0	0	0	1	0	2	13	8	22	8.15	1.70	1145
Slocum, Brian RP PIT	Free Agent	2.0	0	0	0	0	0	0	0	1	0	8	27.00	4.00	1146
Bauer, Rick RP TOR	Free Agent	6.0	0	0	0	0	0	0	0	4	3	10	13.50	2.17	1147
Gabbard, Kason SP BOS	Free Agent	56.0	12	2	0	2	3	0	0	33	39	64	4.82	1.84	1148
Morton, Charlie SP PIT	Free Agent	74.7	15	6	0	4	8	0	0	48	41	80	6.15	1.62	1149
Tavarez, Julian RP WAS	Free Agent	54.7	0	0	0	1	5	0	0	51	28	73	5.10	1.85	1150
Igawa, Kei SP NYY	Free Agent	4.0	1	0	0	0	1	0	0	0	0	13	13.50	3.25	1151
Zink, Charlie SP BOS	Free Agent	4.3	1	0	0	0	0	0	0	1	1	11	16.62	2.77	1154
Gardner, Lee RP FLA	Free Agent	6.7	0	0	0	0	0	0	0	4	4	14	10.80	2.70	1155
Haeger, Charlie SP LA	Free Agent	4.3	0	0	0	0	0	0	0	4	5	8	16.62	3.00	1156
Bowers, Cedrick RP PHI	Free Agent	6.7	0	0	0	0	0	0	0	5	5	11	13.50	2.40	1157
Donnelly, Brendan RP FLA 	Free Agent	13.7	0	0	0	1	0	0	0	8	10	20	8.56	2.20	1158
Hughes, Phil SP NYY	Shits & Giggles	34.0	8	2	0	0	4	0	0	23	15	43	6.62	1.71	1159
Gonzalez, Gio SP OAK	Free Agent	34.0	7	0	0	1	4	0	0	34	25	32	7.68	1.68	1160
Wells, Kip SP CIN 	Free Agent	37.7	2	0	0	1	3	0	0	31	30	39	6.21	1.83	1161
Speigner, Levale RP WAS	Free Agent	8.0	0	0	0	0	1	0	0	1	6	13	11.25	2.38	1163
Walker, Jamie RP BAL	Free Agent	38.0	0	0	0	1	3	0	4	24	11	53	6.87	1.68	1164
Ring, Royce RP STL	Free Agent	22.3	0	0	0	2	1	0	0	16	10	32	8.46	1.88	1165
Hart, Kevin SP PIT 	Free Agent	27.7	0	0	0	2	2	0	0	23	18	39	6.51	2.06	1166
Fulchino, Jeff RP HOU	Free Agent	14.0	0	0	0	0	1	0	0	12	8	21	9.00	2.07	1167
Bazardo, Yorman SP HOU	Free Agent	3.0	0	0	0	0	0	0	0	3	5	7	24.00	4.00	1168
Chico, Matt SP WAS	Free Agent	48.0	8	1	0	0	6	0	0	31	17	63	6.19	1.67	1169
DiNardo, Lenny SP KC 	Free Agent	23.0	2	0	0	1	2	0	0	12	13	31	7.43	1.91	1170
Ramirez, Elizardo RP TEX	Free Agent	2.7	0	0	0	0	1	0	0	1	2	8	30.38	3.75	1172
Pettyjohn, Adam C. SP NYM	Free Agent	4.0	1	0	0	0	1	0	0	1	2	11	20.25	3.25	1173
Barthmaier, Jimmy SP PIT	Free Agent	10.3	3	0	0	0	2	0	0	6	8	16	10.45	2.32	1174
Meyer, Dan L. RP FLA	Free Agent	27.7	4	0	0	0	4	0	0	20	14	35	7.48	1.77	1175
Belisle, Matt RP COL 	Free Agent	29.7	6	1	0	1	4	0	0	14	6	47	7.28	1.79	1176
Penny, Brad SP SF 	Free Agent	94.7	17	5	0	6	9	0	0	51	42	112	6.27	1.63	1177
DeSalvo, Matt RP FLA	Free Agent	2.0	0	0	0	0	0	0	0	2	2	11	31.50	6.50	1178
O'Connor, Mike RP SD	Free Agent	9.0	1	0	0	1	1	0	1	4	11	11	13.00	2.44	1179
Wassermann, Ehren RP CHW	Free Agent	19.7	0	0	0	1	2	0	0	9	14	27	7.78	2.08	1180
McCrory, Bob RP BAL 	Free Agent	6.3	0	0	0	0	0	0	0	5	8	10	15.63	2.84	1181
Fukumori, Kazuo RP TEX	Free Agent	4.0	0	0	0	0	0	0	0	1	4	11	20.25	3.75	1182
Palmer, Matt SP ANA	Free Agent	12.7	3	1	0	0	2	0	0	3	13	17	8.53	2.37	1183
Dessens, Elmer RP NYM 	Free Agent	4.0	0	0	0	0	1	0	1	2	4	10	22.50	3.50	1184
Eaton, Adam SP COL	Free Agent	107.0	19	10	0	4	8	0	0	57	44	131	5.80	1.64	1185
LeBlanc, Wade SP SD	Free Agent	21.3	4	1	0	1	3	0	0	14	15	29	8.02	2.06	1186
Reyes, Jo-Jo SP ATL	Free Agent	113.0	22	7	0	3	11	0	0	78	52	134	5.81	1.65	1187
Mathis, Doug RP TEX	Free Agent	22.3	4	1	0	2	1	0	0	9	14	37	6.85	2.28	1188
Salas, Marino RP PIT	Free Agent	17.0	0	0	0	1	0	0	0	9	14	25	8.47	2.29	1190
Boggs, Mitchell SP STL	Free Agent	34.0	6	1	0	3	2	0	0	13	22	42	7.41	1.88	1191
Hill, Shawn SP SD 	Free Agent	63.3	12	3	0	1	5	0	0	39	23	88	5.83	1.75	1192
Mastny, Thomas RP CLE	Free Agent	20.0	1	0	0	2	2	0	1	19	11	28	10.80	1.95	1193
Pauley, David SP BAL	Free Agent	12.3	2	0	0	0	1	0	0	11	5	23	11.68	2.27	1194
White, Bill RP CHC	Free Agent	4.0	0	0	0	0	0	0	0	1	11	7	20.25	4.50	1195
Talbot, Mitch SP TB	Free Agent	9.7	1	0	0	0	0	0	0	5	11	16	11.17	2.79	1196
Aquino, Greg RP CLE	Free Agent	9.3	0	0	0	0	0	0	0	9	9	17	12.54	2.79	1197
Majewski, Gary RP PHI	Free Agent	40.0	0	0	0	1	0	0	1	27	15	61	6.53	1.90	1198
Moseley, Dustin SP ANA 	Free Agent	50.3	10	0	0	2	4	0	0	37	20	70	6.79	1.79	1199
Newman, Josh RP KC	Free Agent	15.7	0	0	0	0	0	0	0	8	12	25	8.62	2.36	1200
Snell, Ian SP SEA	Free Agent	164.3	31	13	0	7	12	0	0	135	89	201	5.42	1.76	1201
Turnbow, Derrick RP TEX	Free Agent	6.3	0	0	0	0	1	1	0	5	13	12	15.63	3.95	1202
Hayhurst, Dirk RP TOR	Free Agent	16.7	3	0	0	0	2	0	0	14	10	27	9.72	2.22	1203
Backe, Brandon SP HOU	Free Agent	166.7	31	11	0	9	14	0	0	127	77	202	6.05	1.67	1204
James, Chuck SP ATL	Free Agent	29.7	7	0	0	2	5	0	0	22	20	36	9.10	1.89	1205
O'Flaherty, Eric RP ATL	Free Agent	6.7	0	0	0	0	1	0	0	4	4	16	20.25	3.00	1206
Burres, Brian SP TOR	Free Agent	129.7	22	7	0	7	10	0	0	63	50	165	6.04	1.66	1207
Nippert, Dustin SP TEX	Want-a-be Ghetto All Stars	71.7	6	1	0	3	5	0	0	55	37	92	6.40	1.80	1208
Tucker, Ryan SP FLA	Free Agent	37.0	6	1	0	2	3	0	1	28	23	46	8.27	1.86	1209
Borkowski, Dave RP PHI	Free Agent	36.0	0	0	0	0	2	0	1	24	14	54	7.50	1.89	1210
Feierabend, Ryan SP SEA 	Free Agent	39.7	8	2	0	1	4	0	0	26	14	59	7.71	1.84	1211
Jennings, Jason RP TEX	Free Agent	27.3	6	1	0	0	5	0	0	12	18	35	8.56	1.94	1212
Buchholz, Clay SP BOS	Evil Empire	76.0	15	3	1	2	9	0	0	72	41	93	6.75	1.76	1213
Hunter, Tommy SP TEX	Free Agent	11.0	3	0	0	0	2	0	0	9	3	23	16.36	2.36	1214
Parisi, Mike RP STL	Free Agent	23.0	2	0	0	0	4	0	0	13	15	37	8.22	2.26	1215
Gobble, Jimmy RP CHW	Free Agent	31.7	0	0	0	0	2	1	1	27	23	39	8.81	1.96	1216
Bootcheck, Chris RP PIT 	Free Agent	16.0	0	0	0	0	1	0	0	14	12	30	10.12	2.62	1217
Liz, Radhames RP SD 	Free Agent	84.3	17	3	0	6	6	0	0	57	51	99	6.72	1.78	1218
Thatcher, Joe RP SD	Free Agent	25.7	0	0	0	0	4	0	3	17	13	42	8.42	2.14	1219
Herrera, Yoslan SP PIT	Free Agent	18.3	5	1	0	1	1	0	0	10	12	35	9.82	2.56	1220
Ohlendorf, Ross SP PIT	Want-a-be Ghetto All Stars	62.7	5	1	0	1	4	0	0	49	31	86	6.46	1.87	1221
De La Cruz, Frankie RP SD	Free Agent	9.0	1	0	0	0	0	0	0	4	11	15	18.00	2.89	1222
Correia, Kevin SP SD	Whiteness	110.0	19	6	0	3	8	0	0	66	47	141	6.05	1.71	1223
Willis, Dontrelle SP DET 	Free Agent	24.0	7	0	0	0	2	0	0	18	35	18	9.38	2.21	1224
Hernandez, Livan SP WAS 	Free Agent	180.0	31	12	2	13	11	0	0	67	43	257	6.05	1.67	1225
Hennessey, Brad RP BAL	Free Agent	40.3	4	3	1	1	2	0	1	21	15	63	7.81	1.93	1226
Fogg, Josh RP COL 	Free Agent	78.3	14	3	0	2	7	0	0	45	27	97	7.58	1.58	1227
Kennedy, Ian SP NYY	Free Agent	39.7	9	2	0	0	4	0	0	27	26	50	8.17	1.92	1228
Van Benschoten, John SP CHW	Free Agent	22.3	5	0	0	1	3	0	0	21	20	37	10.48	2.55	1229
Bailey, Homer SP CIN	Free Agent	36.3	8	2	0	0	6	0	0	18	17	59	7.93	2.09	1230
Robertson, Nate SP DET	Free Agent	168.7	28	9	0	7	11	0	0	108	62	218	6.35	1.66	1231
Olson, Garrett SP SEA	Free Agent	132.7	26	8	0	9	10	0	0	83	62	168	6.65	1.73	1232
Gorzelanny, Tom SP CHC	Floaters and Sinkers	105.3	21	7	0	6	9	0	0	67	70	120	6.66	1.80	1233
Silva, Carlos SP SEA	Free Agent	153.3	28	10	1	4	15	0	0	69	32	213	6.46	1.60	1234
Reynolds, Greg SP COL 	Free Agent	62.0	13	4	0	2	8	0	0	22	26	83	8.13	1.76	1235
Batista, Miguel RP SEA 	Free Agent	115.0	20	5	0	4	14	1	3	73	79	135	6.26	1.86	1236
Mendoza, Luis RP TEX	Free Agent	63.3	11	1	0	3	8	1	1	35	25	97	8.67	1.93	1237
Smith, Matt A. RP CHW	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1240
Shiell, Jason RP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1241
Leon, Arnold RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1246
Houlton, D.J. RP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1249
Cate, Troy RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1254
Buente, Jay SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1255
Bannister, John SP KC 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1256
Shipman, Andrew RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1257
Torres, Carlos SP CHW	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1260
Rainville, Jay RP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1268
Jones, Jason M. RP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1274
Turpen, Daniel RP SF	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1277
Shinskie, David RP TOR	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1278
McLemore, Mark S. RP HOU	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1284
Banks, Demetrius RP CHW	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1287
Edwards, Bryan RP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1291
English, Jesse RP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1296
Wing, Ryan RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1299
Santos, Reid RP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1303
Novinsky, John RP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1304
Johnson, Tyler J. RP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1307
Detwiler, Ross SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1309
Inman, Will SP SD	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1310
Chacin, Gustavo SP PHI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1311
Daigle, Casey RP HOU	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1312
Serrano, Jimmy RP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1315
Carignan, Andrew RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1316
Simmons, James J. RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1320
Lofgren, Charles SP CLE	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1321
Sosa, Oswaldo SP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1323
Ramirez, Erasmo RP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1324
Ramos, Mario RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1326
Mitchell, Mike RP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1327
Runzler, Dan RP SF	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1328
De La Cruz, Jose RP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1329
Sharpless, Josh RP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1330
Bean, Colter RP ATL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1332
McLeary, Marty RP TOR	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1336
Septimo, Leyson RP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1338
Shearn, Tom SP CIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1339
Muecke, Josh RP HOU	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1340
Cortes, Danny SP SEA 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1342
Ramirez, Ismael SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1343
Bastardo, Antonio SP PHI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1344
Haines, Talley RP BOS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1346
Olenberger, Kasey SP ANA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1347
Wlodarczyk, Michael RP TB	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1349
Betances, Dellin SP NYY	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1350
Denney, Kyle SP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1351
Gee, Dillon SP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1354
Norderum, Jason RP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1355
Barnette, Tony RP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1359
Alvarez, Carlos RP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1360
Sillman, Mike RP STL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1361
Garate, Victor RP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1362
Locke, Jeffrey SP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1364
Capuano, Chris SP MIL 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1367
Santiago, Julio RP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1370
Alvarez, Mario SP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1371
Van Mil, Loek RP MIN 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1372
Bucktrot, Keith RP PHI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1373
Zinicola, Zechry RP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1375
Borrell, Danny RP NYY	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1376
Young, Terrell RP WAS 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1380
Gomez, Mariano RP ATL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1382
Zavada, Clay RP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1384
Maekawa, Katsuhiko RP STL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1385
Whelan, Kevin RP NYY	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1386
Hoorelbeke, Casey RP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1388
Guerra, Javier RP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1390
Strop, Pedro RP TEX	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1393
Maust, David RP WAS	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1395
Martin, Ethan SP LA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1398
Zimmermann, Jordan SP WAS 	Sofa Kings	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1400
Barzilla, Philip RP SD	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1404
Maloney, Matt SP CIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1408
Curreri, Frank RP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1409
Ruelas, Heriberto RP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1410
Koplove, Mike RP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1411
Malaska, Mark RP TB	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1412
Cecil, Brett SP TOR	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1415
Lansford, Jared SP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1416
White, Sean RP SEA 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1418
Gassner, Dave SP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1419
Morris, Dallas RP ANA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1421
Norberto, Jordan SP ARI 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1422
Davidson, Dave RP FLA 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1425
Testa, Joseph RP MIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1426
Schlichting, Travis RP LA 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1428
Lawrence, Brian SP SD	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1430
Tollberg, Brian SP SD	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1431
Macdonald, Mike RP TOR	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1432
Gosling, Mike RP CLE 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1436
Houston, Ryan RP HOU	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1437
Kuwata, Masumi RP PIT	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1439
Mendoza, Tommy RP ANA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1443
Rogers, Mark SP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1446
Green, Nick A. SP MIL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1447
De La Rosa, Wilkin RP NYY	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1448
Campos, Machado RP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1449
Marte, Jose RP ARI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1450
Thorpe, Tracy RP SEA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1454
Franco, Martire RP PHI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1455
Rustich, Brant RP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1459
Hawksworth, Blake RP STL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1461
Barnes, Scott SP CLE	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1469
Cavazos, Andy RP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1472
Pereira, Nick RP SF	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1474
Broshuis, Garrett RP SF	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1476
Baxter, Allen SP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1477
Patton, Troy SP BAL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1480
Lincoln, Brad SP PIT 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1482
Ynoa, Michael SP OAK	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1486
Peterson, Matt RP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1487
Perez, Marcelo RP DET	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1491
Del Rosario, Enerio RP CIN	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1493
Leroux, Chris RP FLA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1497
Nall, Brandon RP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1499
Jones, Hunter RP FLA 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1501
O'Sullivan, Sean SP ANA	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1502
Durbin, J.D. SP PHI	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1503
McGinley, Blake RP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1504
Rleal, Sendy RP BAL	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1507
Gomez, Jeanmar SP CLE 	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1508
Hayes, Christopher RP KC	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1511
Paulk, Robert RP NYM	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	N/A	N/A	1516
