All Relief Pitchers 3 Year Averages MLB Standard Stats
Player,Team	INN	GS	QS	CG	W	L	S	BS	K	BBI	HA	ERA	WHIP	Rank	
"Hatcher, Chris RP MIA"	Free Agent	5.0	0	0	0	0	0	0	0	3	2	6	3.600	1.6000	3529
"Ray, Robert RP MIA"	Free Agent	1.3	0	0	0	0	0	0	0	1	2	1	0.000	2.2500	3531
"Hacker, Eric RP SF"	Free Agent	7.3	0	0	0	0	0	0	0	5	3	9	3.682	1.6364	3534
"Capaul, Alex P ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Smith, Matt A. RP CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Shiell, Jason RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Guevara, Carlos RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Gordon, Tom RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Brigham, Jake P TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Villone, Ron RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Leon, Arnold RP OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Miller, Ryne RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Houlton, D.J. RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Crouse, Matt P DET"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Price, Bryan P CLE"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Guzman, Angel RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Lively, Mitch RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Sturge, Justin RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Cate, Troy RP OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Kleine, Victor RP CLE"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Martin, Adrian RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ames, Steven RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Petrini, Chris P BAL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Warden, Jim Ed RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Peguero, Jailen RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Andrade, Steve RP TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Walker, Andrew RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Farina, Alan RP TOR"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Shipman, Andrew RP OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Long, Matt RP CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Martinez, Carlos RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Wild, Jacob RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Fleming, Marquis RP TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bastardo, Alberto RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ray, Jason RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Brunet, Michael RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Jan, Carlos RP BAL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Burgos, Ambiorix RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rainville, Jay RP MIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hernandez, Raymond P ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Swagerty, Jordan RP STL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Searle, Ryan P CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Jones, Jason M. RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Parisi, Mike RP CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Turpen, Daniel RP MIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Shinskie, David RP TOR"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Lopez, Aquilino RP DET"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Puffer, Brandon RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Fukumori, Kazuo RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Treinen, Blake P OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ovalles, Juan RP CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"McLemore, Mark S. RP MIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Stohr, Tyler RP DET"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Banks, Demetrius RP CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Edwards, Bryan RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Schultz, Mike RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Anderson, Brian RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bawcom, Logan P SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Valdez, Eddy RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Jones, Christopher P ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Mateo, Julio RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Wing, Ryan RP OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Weathers, David RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Mahon, Reid RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Santos, Reid RP MIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Guerrieri, Taylor P TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Novinsky, John RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Muessig, Jeff RP OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Johnson, Tyler J. RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Kensing, Logan RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Gailey, Frank P PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Korpi, Wade P MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Tillman, Daniel RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Lugo, Ruddy RP DET"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"DeSalvo, Matt RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Vizcaino, Luis RP CLE"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Nabors, Kevin RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Graham, Andrew RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Serrano, Jimmy RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Geronimo, Ramon RP CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"De La Vara, Gilbert RP CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Gaffney, Scott P CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Stutes, Kyle RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Simmons, James RP OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"White, Bill RP PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Garcia, Rosman RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Driskill, Travis RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Asencio, Miguel RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ramirez, Erasmo RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ramos, Mario RP OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Mitchell, Mike RP OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Delgado, Jesus RP CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Martin, Tom RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Brewer, Charles P ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"De La Cruz, Jose RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Sharpless, Josh RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Parrott, Rhett RP STL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ross, Joe P SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Spurling, Chris RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bean, Colter RP ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ellis, Jordan P PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rosin, Seth RP PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"McLeary, Marty RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Leach, Brent RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Muecke, Josh RP COL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Aguero, Ramon RP TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Cherry, Rocky RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Johnson, Kevin P LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Munson, Kevin RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Dowdy, Justin RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hand, Donovan P MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Robinson, Dakota RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Haines, Talley RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Baumann, George P KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Cameron, Kevin RP OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Burawa, Daniel RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Wlodarczyk, Michael RP TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Megrew, Mike RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Morrison, Michael P DET"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Norderum, Jason RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Thomas, Jared RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Embree, Alan RP CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Barnette, Tony RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Alvarez, Carlos RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Switzer, Jon RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Sillman, Mike RP STL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"McBride, Macay RP DET"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Garate, Victor RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Akin, Brian RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Santiago, Julio RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Braun, Ryan RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Van Mil, Loek RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rojas, Luis P SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Henn, Sean RP SEA "	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bucktrot, Keith RP PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Zych, Anthony P CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Buzachero, Bubbie RP TOR"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Zinicola, Zech RP TOR"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Borrell, Danny RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Roach, Donn P SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Osoria, Franquelis RP KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Young, Terrell RP CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Gomez, Mariano RP ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Schultz, Bo RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Flores, Adalberto P HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rincon, Ricardo RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Gutierrez, Carlos RP CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Zavada, Clay RP CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Maekawa, Katsuhiko RP STL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hoorelbeke, Casey RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Buschmann, Matt RP TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Garceau, Shaun RP STL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Buch, Ryan P CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Maust, David RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Barzilla, Philip RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Estrada, Paul RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Duff, Grant RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Startup, Will RP ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"McDade, Neal RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Juarez, William RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Eadington, Eric P LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Meque, Jacobo RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Banwart, Travis P OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Curreri, Frank RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ruelas, Heriberto RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Koplove, Mike RP SD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Malaska, Mark RP TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Jones, Mike RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Reed, Chris P LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Smit, Kyle RP CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Camacho, Eddie RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Morris, Dallas RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Correa, Hector RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Testa, Joe RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Davidson, Dave RP BAL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Ramirez, Neil P TEX"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Honel, Kris RP STL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Macdonald, Mike RP TOR"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Shackelford, Brian RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Jimenez, Kelvin RP CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Tanaka, Ryohei P BAL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Gosling, Mike RP CLE"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Houston, Ryan RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Kuwata, Masumi RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Castillo, Fabio RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Mendoza, Tommy RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hughes, Travis RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Muyco, Dionisio RP CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Martin, Rafael RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Yates, Tyler RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"De La Rosa, Wilkin RP CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Devenski, Chris RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Marte, Jose RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Campos, Machado RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Andujar, Christopher P TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Thorpe, Tracy RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Franco, Martire RP PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bernero, Adam RP PIT"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Salas, Juan RP CLE"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rustich, Brant RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hennessey, Brad RP MIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Peterson, Adam RP DET"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Littleton, Wes RP SEA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"King, Blake RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Shafer, David RP CIN"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Manzanillo, Santo RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Trubee, Luke RP NYY"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"James, Michael RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Cavazos, Andy RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Pereira, Nick RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Espinosa, Sergio P TB"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Vasquez, Luis RP LAD"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Broshuis, Garrett RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Cassidy, Scott RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Barham, Donald P OAK"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Peterson, Matt RP MIA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Sisk, Brandon RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Perez, Marcelo RP DET"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Crouthers, Dave RP CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rodriguez, Derek RP CHW"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bumatay, Mike RP BOS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Michalak, Chris RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Gayhart, Jared RP DET"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Salmon, Brad RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Capellan, Jose F. RP HOU"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Nall, Brandon RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"McGinley, Blake RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Meaux, Ryan RP SF"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Berlind, Daniel P CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Goocher, Clint RP ARI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Rleal, Sendy RP BAL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Orvella, Chad RP LAA"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Schreiber, Zach RP ATL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Hayes, Christopher RP KC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Bailey, Cory RP CHC"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Paulk, Robert RP NYM"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Lugo, Ebelin P PHI"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Butler, Josh RP MIL"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
"Sequea, Jacobo RP WAS"	Free Agent	0.0	0	0	0	0	0	0	0	0	0	0	0.000	0.0000	3535
